name,age,height (cm),"wight (kg), rank, year"
Christee Bishop,33,158.0,60.0,19,2024
Jamie Simmonds,33,163.0,61.23496995,20,2024
Matilde Garnes,28,174.0,70.0,21,2024
Kyra Milligan,27,157.48,64.86370891,22,2024
Rebecca Fuselier,24,157.48,57.60623099,23,2024
Elena Carratala Sanahuja,30,164.0,63.0,24,2024
Freya Moosbrugger,22,165.0,69.85322498000001,25,2024
Ellie Hiller,26,154.94,58.9670081,26,2024
Erica Folo,23,157.48,59.874192840000006,27,2024
Emily Rethwill,31,165.1,61.68856232,28,2024
Laura Clifton,29,162.0,75.0,29,2024
Ragnheiður Sara Sigmundsdottir,31,173.0,69.0,30,2024
Ella Wilkinson,24,164.0,64.0,31,2024
Julia Hannaford,23,,,32,2024
Shelby Neal,24,157.48,68.0388555,33,2024
Maria Längfors,28,165.0,69.0,34,2024
Madeline Sturt,27,159.0,65.0,35,2024
Elisa Fuliano,28,157.0,61.0,36,2024
Emma Armstrong,30,,,37,2024
Erica Ekelund,27,163.0,65.0,38,2024
Valentina Magalotti,34,157.0,62.0,39,2024
Stine Moen Nilsen,31,164.0,68.0,40,2024
Madeleine Persson,32,164.0,69.0,41,2024
Dani Speegle,30,167.64000000000001,77.1107029,42,2024
Gabriela Migała,25,170.0,75.0,43,2024
Kristine Best,34,160.02,62.59574706,44,2024
Alex Gazan,22,167.64000000000001,68.0388555,45,2024
Emma Lawson,19,165.1,63.502931800000006,46,2024
Chloe Gauvin-David,32,170.18,66.22448602,47,2024
Simone Arthur,30,159.0,59.0,48,2024
Alazne Egiazabal,30,,,49,2024
Alaina Savage,31,165.1,68.0388555,50,2024
Zoe Warren,25,154.94,63.502931800000006,51,2024
Brodie Preston,28,,,52,2024
Nicole Heer,32,167.0,63.0,53,2024
Elia Navarro,42,160.0,60.0,54,2024
Emelie Lundberg,34,162.0,64.0,55,2024
Manon Angonese,31,163.0,70.0,56,2024
Jacqueline Dahlstrøm,32,167.0,67.0,57,2024
Maribel Gallardo,26,166.0,70.0,58,2024
Abigail Domit,26,170.18,66.67807839000001,59,2024
Marnie Sykes,31,172.0,30.84428116,60,2024
Carmen Perez Ruiz,39,164.0,65.0,61,2024
Laura Horvath,27,170.0,70.0,62,2024
Freja Duelund Gravsen,26,,,63,2024
Emma Tall,32,168.0,68.0,64,2024
Paige Semenza,32,160.02,66.67807839000001,65,2024
Paige Powers,21,162.56,70.30681735,66,2024
Andra Moistus,28,165.0,59.0,67,2024
Stacy Lerum,30,167.64000000000001,68.0388555,68,2024
Kristin Holte,38,162.0,59.0,69,2024
Seungyeon Choi,25,168.0,70.30681735,70,2024
Marika Seppälä,28,,,71,2024
Giulia Roggio,44,163.0,58.0,72,2024
Aline Wirz,30,,,73,2024
Helena Collins,35,171.0,69.0,74,2024
Dawon Jung,29,170.0,65.0,75,2024
Addison DesRosiers,31,162.56,65.31730128000001,76,2024
Sara Alicia Fernandez Costas,34,159.0,63.0,77,2024
Pernille Amalie Kristensen,28,168.0,67.0,78,2024
Madeline Shelling,30,165.0,70.0,79,2024
Baylee Rayl Christophel,28,170.18,61.23496995,80,2024
Camilla Salomonsson Hellman,33,165.0,69.0,81,2024
Amy Morton,36,163.0,69.39963261,82,2024
Brittany Weiss,29,170.18,62.59574706,83,2024
Emilia Leppänen,37,165.0,68.0388555,84,2024
Makenna Enslin,26,167.64000000000001,72.57477920000001,85,2024
Mirka Henriksson,31,165.0,63.0,86,2024
Breona Wallin,33,154.94,56.69904625,87,2024
Caroline Stanley,24,160.02,65.77089365,88,2024
Caitlin Bernardin,31,,,89,2024
Karin Freyová,29,170.0,72.0,90,2024
Maggie Boyich,34,152.4,58.9670081,91,2024
Sapphire Goddard,27,165.0,65.0,92,2024
Callista Lang,23,162.56,62.59574706,93,2024
Aizhan Zharasova,30,156.0,60.0,94,2024
Kay Wirkner,29,,,95,2024
Amanda Lindeberg Mathiasen,34,166.0,64.0,96,2024
Chiara Salandra,27,167.0,63.0,97,2024
Linda Keesman,30,174.0,73.0,98,2024
Emily Rolfe,34,170.0,68.94604024,99,2024
Tracy Johnson,25,162.56,61.23496995,100,2024
Juli Chapi,35,163.0,64.0,101,2024
Inga Loftesnes,24,,,102,2024
Lexi Neely,21,157.48,63.502931800000006,103,2024
Oda Lundekvam,23,174.0,70.0,104,2024
Thuridur Erla Helgadottir,32,164.0,59.0,105,2024
Natalie Niska,34,,70.0,106,2024
Grace Strachan,23,154.94,61.23496995,107,2024
Holly Tynan,23,,65.0,108,2024
Alexis Raptis,25,165.1,70.30681735,109,2024
Hayley Adams,23,,,110,2024
Poppy Hay,26,163.0,71.0,111,2024
Maria Camila Quintero,28,155.0,58.0,112,2024
Georgia Davenport,27,171.0,70.0,113,2024
Rachel Fricker,26,154.94,68.0388555,114,2024
Katelynn Sanders,31,170.18,74.84274105,115,2024
Lauren Stallwood,29,169.0,67.0,116,2024
Montebello Hinatea,26,167.0,65.0,117,2024
Franziska Höger,30,170.0,70.0,118,2024
Lindsey Lane,28,157.48,61.23496995,119,2024
Ylva Stalnacke,31,176.0,73.0,120,2024
Jamie Latimer,40,162.56,61.23496995,121,2024
Briony Challis,24,,63.0,122,2024
Martina Borrini,26,158.0,58.0,123,2024
Mary Helen Saunders,32,162.56,64.41011654,124,2024
Helen Nutter,31,164.0,73.0,125,2024
Haley Adams,23,170.18,63.502931800000006,126,2024
Sydney Michalyshen,24,168.0,70.30681735,127,2024
Jasmine Ghilardi,26,160.0,59.0,128,2024
Silvia Garcia Izquierdo,30,165.0,63.0,129,2024
Emily de Rooy,23,174.0,75.0,130,2024
Shaylin Laure,31,165.1,68.0388555,131,2024
Bethany Flores,30,162.56,65.31730128000001,132,2024
Alicia Tetley,28,163.0,,133,2024
Dana Paran,28,162.56,70.30681735,134,2024
Gillian Voltz,22,,,135,2024
Danielle Ford,28,172.0,70.0,136,2024
Rachel Clousing,31,165.1,65.77089365,137,2024
Siria Meha,25,170.0,66.0,138,2024
Carla Cornejo Plascencia,24,,,139,2024
Marina Crismariu,28,,,140,2024
Brittany Bolella,35,157.48,63.502931800000006,141,2024
Alex DeGarmo,31,160.02,60.781377580000004,142,2024
Tammy Gyorkos,35,162.56,58.9670081,143,2024
Adrienne Geary,26,169.0,77.0,144,2024
Kendall Gilmore,17,160.02,56.69904625,145,2024
Sydney Wells,29,167.64000000000001,68.49244787,146,2024
Brittany Chestnut,32,,,147,2024
Lizette Herrera,27,,54.4310844,148,2024
Julia Holm,35,165.1,70.30681735,149,2024
Audrey-Ann Perry-Dupuis,24,160.0,,150,2024
